source,target,book,weight
Adolin,Adrotagia,Words of Radiance,1
Adolin,Aladar,The Way of Kings,4
Adolin,Aladar,Words of Radiance,21
Adolin,Amaram,The Way of Kings,2
Adolin,Amaram,Words of Radiance,35
Adolin,Ash,Words of Radiance,4
Adolin,Balat,Words of Radiance,1
Adolin,Bashin,The Way of Kings,1
Adolin,Bashin,Words of Radiance,1
Adolin,Battah,Words of Radiance,1
Adolin,Battar,The Way of Kings,1
Adolin,Beld,Words of Radiance,1
Adolin,Bethab,The Way of Kings,2
Adolin,Bethab,Words of Radiance,4
Adolin,Bisig,Words of Radiance,2
Adolin,Chana,Words of Radiance,1
Adolin,Dalinar,The Way of Kings,44
Adolin,Dalinar,Words of Radiance,80
Adolin,Drehy,Words of Radiance,10
Adolin,Elhokar,The Way of Kings,28
Adolin,Elhokar,Words of Radiance,27
Adolin,Eshonai,Words of Radiance,4
Adolin,Eth,Words of Radiance,5
Adolin,Gavilar,The Way of Kings,25
Adolin,Gavilar,Words of Radiance,22
Adolin,Gaz,Words of Radiance,10
Adolin,Hatham,The Way of Kings,3
Adolin,Hatham,Words of Radiance,7
Adolin,Helaran,Words of Radiance,4
Adolin,Hobber,Words of Radiance,2
Adolin,Ialai,The Way of Kings,1
Adolin,Ialai,Words of Radiance,4
Adolin,Ishar,Words of Radiance,1
Adolin,Iyatil,Words of Radiance,2
Adolin,Jakamav,The Way of Kings,1
Adolin,Jakamav,Words of Radiance,6
Adolin,Jaks,The Way of Kings,1
Adolin,Jasnah,The Way of Kings,11
Adolin,Jasnah,Words of Radiance,29
Adolin,Kabsal,Words of Radiance,2
Adolin,Kaladin,The Way of Kings,5
Adolin,Kaladin,Words of Radiance,49
Adolin,Kalak,The Way of Kings,1
Adolin,Kalak,Words of Radiance,5
Adolin,Khal,Words of Radiance,16
Adolin,Leyten,Words of Radiance,4
Adolin,Lirin,Words of Radiance,1
Adolin,Lopen,The Way of Kings,1
Adolin,Lopen,Words of Radiance,10
Adolin,Maps,The Way of Kings,1
Adolin,Maps,Words of Radiance,1
Adolin,Mart,Words of Radiance,5
Adolin,Moash,The Way of Kings,2
Adolin,Moash,Words of Radiance,18
Adolin,Mraize,Words of Radiance,6
Adolin,Natam,Words of Radiance,3
Adolin,Navani,The Way of Kings,16
Adolin,Navani,Words of Radiance,47
Adolin,Pailiah,Words of Radiance,1
Adolin,Pattern,Words of Radiance,25
Adolin,Renarin,The Way of Kings,23
Adolin,Renarin,Words of Radiance,41
Adolin,Rock,The Way of Kings,3
Adolin,Rock,Words of Radiance,13
Adolin,Roion,The Way of Kings,5
Adolin,Roion,Words of Radiance,22
Adolin,Roshone,Words of Radiance,5
Adolin,Ruthar,The Way of Kings,1
Adolin,Ruthar,Words of Radiance,11
Adolin,Sadeas,The Way of Kings,37
Adolin,Sadeas,Words of Radiance,45
Adolin,Sebarial,Words of Radiance,24
Adolin,Shalash,Words of Radiance,1
Adolin,Shallan,Words of Radiance,55
Adolin,Sigzil,The Way of Kings,1
Adolin,Sigzil,Words of Radiance,7
Adolin,Skar,The Way of Kings,2
Adolin,Skar,Words of Radiance,15
Adolin,Syl,The Way of Kings,3
Adolin,Syl,Words of Radiance,23
Adolin,Szeth,Words of Radiance,7
Adolin,Talenel,The Way of Kings,1
Adolin,Talenel,Words of Radiance,2
Adolin,Tarah,Words of Radiance,2
Adolin,Taravangian,Words of Radiance,1
Adolin,Teft,The Way of Kings,3
Adolin,Teft,Words of Radiance,14
Adolin,Teleb,The Way of Kings,6
Adolin,Teleb,Words of Radiance,7
Adolin,Thanadal,The Way of Kings,5
Adolin,Thanadal,Words of Radiance,6
Adolin,Tien,The Way of Kings,1
Adolin,Tien,Words of Radiance,7
Adolin,Tyn,Words of Radiance,11
Adolin,Vamah,The Way of Kings,6
Adolin,Vamah,Words of Radiance,3
Adolin,Vathah,Words of Radiance,9
Adolin,Wit,The Way of Kings,8
Adolin,Wit,Words of Radiance,7
Adolin,Yake,Words of Radiance,1
Adolin,Yenev,Words of Radiance,3
Adolin,Zahel,Words of Radiance,14
Adrotagia,Aladar,Words of Radiance,1
Adrotagia,Bisig,Words of Radiance,1
Adrotagia,Dalinar,Words of Radiance,3
Adrotagia,Drehy,Words of Radiance,1
Adrotagia,Gavilar,Words of Radiance,2
Adrotagia,Jasnah,Words of Radiance,1
Adrotagia,Kaladin,Words of Radiance,1
Adrotagia,Khal,Words of Radiance,1
Adrotagia,Leyten,Words of Radiance,1
Adrotagia,Lopen,Words of Radiance,1
Adrotagia,Mart,Words of Radiance,1
Adrotagia,Moash,Words of Radiance,1
Adrotagia,Mraize,Words of Radiance,1
Adrotagia,Mrall,Words of Radiance,1
Adrotagia,Navani,Words of Radiance,1
Adrotagia,Redin,Words of Radiance,1
Adrotagia,Rock,Words of Radiance,1
Adrotagia,Roion,Words of Radiance,1
Adrotagia,Sadeas,Words of Radiance,1
Adrotagia,Shallan,Words of Radiance,2
Adrotagia,Sigzil,Words of Radiance,1
Adrotagia,Syl,Words of Radiance,1
Adrotagia,Szeth,Words of Radiance,3
Adrotagia,Taravangian,Words of Radiance,1
Adrotagia,Teft,Words of Radiance,1
Adrotagia,Valam,Words of Radiance,1
Aesudan,Amaram,Words of Radiance,1
Aesudan,Ash,Words of Radiance,1
Aesudan,Dalinar,Words of Radiance,1
Aesudan,Elhokar,Words of Radiance,2
Aesudan,Gavilar,Words of Radiance,2
Aesudan,Jasnah,Words of Radiance,1
Aesudan,Lhan,Words of Radiance,1
Aesudan,Navani,Words of Radiance,1
Aesudan,Sadeas,Words of Radiance,1
Aesudan,Talenel,Words of Radiance,1
Aladar,Amaram,Words of Radiance,4
Aladar,Ash,Words of Radiance,1
Aladar,Bethab,Words of Radiance,2
Aladar,Dalinar,The Way of Kings,4
Aladar,Dalinar,Words of Radiance,23
Aladar,Drehy,Words of Radiance,1
Aladar,Elhokar,The Way of Kings,3
Aladar,Elhokar,Words of Radiance,6
Aladar,Eshonai,Words of Radiance,2
Aladar,Gavilar,The Way of Kings,3
Aladar,Gavilar,Words of Radiance,11
Aladar,Gaz,Words of Radiance,4
Aladar,Hatham,The Way of Kings,1
Aladar,Hatham,Words of Radiance,4
Aladar,Helaran,Words of Radiance,1
Aladar,Ialai,Words of Radiance,5
Aladar,Jakamav,The Way of Kings,1
Aladar,Jakamav,Words of Radiance,1
Aladar,Jasnah,The Way of Kings,2
Aladar,Jasnah,Words of Radiance,8
Aladar,Kaladin,Words of Radiance,6
Aladar,Kalak,Words of Radiance,2
Aladar,Khal,Words of Radiance,10
Aladar,Moash,Words of Radiance,1
Aladar,Mraize,Words of Radiance,1
Aladar,Navani,Words of Radiance,15
Aladar,Pattern,Words of Radiance,4
Aladar,Renarin,The Way of Kings,4
Aladar,Renarin,Words of Radiance,5
Aladar,Rock,Words of Radiance,3
Aladar,Roion,The Way of Kings,2
Aladar,Roion,Words of Radiance,15
Aladar,Ruthar,The Way of Kings,1
Aladar,Ruthar,Words of Radiance,6
Aladar,Sadeas,The Way of Kings,4
Aladar,Sadeas,Words of Radiance,14
Aladar,Sebarial,Words of Radiance,11
Aladar,Shallan,Words of Radiance,17
Aladar,Sigzil,Words of Radiance,1
Aladar,Skar,Words of Radiance,2
Aladar,Syl,Words of Radiance,1
Aladar,Szeth,Words of Radiance,1
Aladar,Talenel,Words of Radiance,1
Aladar,Teft,Words of Radiance,1
Aladar,Teleb,The Way of Kings,1
Aladar,Teleb,Words of Radiance,5
Aladar,Thanadal,The Way of Kings,2
Aladar,Thanadal,Words of Radiance,4
Aladar,Tyn,Words of Radiance,3
Aladar,Vamah,The Way of Kings,1
Aladar,Vamah,Words of Radiance,3
Aladar,Vathah,Words of Radiance,4
Aladar,Wit,The Way of Kings,1
Aladar,Wit,Words of Radiance,2
Aladar,Yenev,Words of Radiance,3
Aladar,Zahel,Words of Radiance,2
Amaram,Ash,Words of Radiance,3
Amaram,Balat,Words of Radiance,1
Amaram,Bashin,Words of Radiance,1
Amaram,Baxil,The Way of Kings,1
Amaram,Beld,Words of Radiance,1
Amaram,Bethab,Words of Radiance,2
Amaram,Bisig,The Way of Kings,1
Amaram,Bisig,Words of Radiance,2
Amaram,Cenn,The Way of Kings,5
Amaram,Chana,Words of Radiance,1
Amaram,Coreb,The Way of Kings,2
Amaram,Coreb,Words of Radiance,1
Amaram,Dabbid,The Way of Kings,8
Amaram,Dabbid,Words of Radiance,1
Amaram,Dalinar,The Way of Kings,12
Amaram,Dalinar,Words of Radiance,42
Amaram,Drehy,The Way of Kings,8
Amaram,Drehy,Words of Radiance,7
Amaram,Elhokar,Words of Radiance,13
Amaram,Eth,Words of Radiance,3
Amaram,Gavilar,The Way of Kings,4
Amaram,Gavilar,Words of Radiance,12
Amaram,Gaz,The Way of Kings,13
Amaram,Gaz,Words of Radiance,2
Amaram,Geranid,The Way of Kings,1
Amaram,Hatham,Words of Radiance,3
Amaram,Helaran,Words of Radiance,5
Amaram,Hesina,The Way of Kings,2
Amaram,Hobber,The Way of Kings,3
Amaram,Hobber,Words of Radiance,3
Amaram,Ialai,Words of Radiance,1
Amaram,Ishar,Words of Radiance,2
Amaram,Iyatil,Words of Radiance,3
Amaram,Jakamav,Words of Radiance,2
Amaram,Jaks,The Way of Kings,2
Amaram,Jasnah,Words of Radiance,14
Amaram,Jezrien,The Way of Kings,1
Amaram,Kabsal,Words of Radiance,2
Amaram,Kaladin,The Way of Kings,35
Amaram,Kaladin,Words of Radiance,29
Amaram,Kalak,The Way of Kings,7
Amaram,Kalak,Words of Radiance,3
Amaram,Khal,Words of Radiance,4
Amaram,Laral,The Way of Kings,3
Amaram,Leyten,The Way of Kings,8
Amaram,Leyten,Words of Radiance,3
Amaram,Lift,The Way of Kings,2
Amaram,Lirin,The Way of Kings,10
Amaram,Lirin,Words of Radiance,1
Amaram,Lopen,The Way of Kings,10
Amaram,Lopen,Words of Radiance,14
Amaram,Maps,The Way of Kings,5
Amaram,Maps,Words of Radiance,2
Amaram,Mart,Words of Radiance,3
Amaram,Moash,The Way of Kings,17
Amaram,Moash,Words of Radiance,19
Amaram,Mraize,Words of Radiance,5
Amaram,Murk,The Way of Kings,1
Amaram,Natam,Words of Radiance,3
Amaram,Navani,Words of Radiance,16
Amaram,Pattern,Words of Radiance,14
Amaram,Renarin,Words of Radiance,16
Amaram,Rock,The Way of Kings,18
Amaram,Rock,Words of Radiance,13
Amaram,Roion,Words of Radiance,7
Amaram,Roshone,The Way of Kings,7
Amaram,Roshone,Words of Radiance,4
Amaram,Ruthar,Words of Radiance,4
Amaram,Sadeas,The Way of Kings,24
Amaram,Sadeas,Words of Radiance,30
Amaram,Sebarial,Words of Radiance,15
Amaram,Shallan,Words of Radiance,26
Amaram,Sigzil,The Way of Kings,10
Amaram,Sigzil,Words of Radiance,9
Amaram,Skar,The Way of Kings,12
Amaram,Skar,Words of Radiance,9
Amaram,Syl,The Way of Kings,18
Amaram,Syl,Words of Radiance,21
Amaram,Szeth,The Way of Kings,1
Amaram,Talenel,The Way of Kings,2
Amaram,Talenel,Words of Radiance,4
Amaram,Tarah,The Way of Kings,2
Amaram,Tarah,Words of Radiance,1
Amaram,Teft,The Way of Kings,19
Amaram,Teft,Words of Radiance,14
Amaram,Teleb,Words of Radiance,1
Amaram,Thanadal,Words of Radiance,1
Amaram,Tien,The Way of Kings,20
Amaram,Tien,Words of Radiance,6
Amaram,Tyn,Words of Radiance,5
Amaram,Vamah,Words of Radiance,1
Amaram,Vathah,Words of Radiance,3
Amaram,Wit,The Way of Kings,2
Amaram,Wit,Words of Radiance,5
Amaram,Yake,The Way of Kings,5
Amaram,Yake,Words of Radiance,1
Amaram,Yenev,Words of Radiance,1
Amaram,Zahel,Words of Radiance,9
Ash,Dalinar,Words of Radiance,5
Ash,Elhokar,Words of Radiance,2
Ash,Gavilar,Words of Radiance,2
Ash,Gaz,Words of Radiance,2
Ash,Hatham,Words of Radiance,1
Ash,Ialai,Words of Radiance,1
Ash,Jakamav,Words of Radiance,1
Ash,Jasnah,The Way of Kings,1
Ash,Jasnah,Words of Radiance,6
Ash,Kabsal,Words of Radiance,1
Ash,Khal,Words of Radiance,1
Ash,Navani,Words of Radiance,4
Ash,Pattern,Words of Radiance,4
Ash,Renarin,Words of Radiance,2
Ash,Roion,Words of Radiance,1
Ash,Ruthar,Words of Radiance,2
Ash,Sadeas,Words of Radiance,4
Ash,Sebarial,Words of Radiance,3
Ash,Shalash,Words of Radiance,1
Ash,Shallan,The Way of Kings,1
Ash,Shallan,Words of Radiance,4
Ash,Talenel,Words of Radiance,2
Ash,Tyn,Words of Radiance,4
Ash,Vamah,Words of Radiance,1
Ash,Vathah,Words of Radiance,3
Ash,Wit,Words of Radiance,1
Balat,Dalinar,Words of Radiance,1
Balat,Elhokar,The Way of Kings,1
Balat,Gavilar,Words of Radiance,1
Balat,Helaran,The Way of Kings,1
Balat,Helaran,Words of Radiance,8
Balat,Iyatil,Words of Radiance,1
Balat,Jasnah,The Way of Kings,8
Balat,Jasnah,Words of Radiance,3
Balat,Jushu,The Way of Kings,3
Balat,Jushu,Words of Radiance,7
Balat,Kabsal,The Way of Kings,5
Balat,Kaladin,Words of Radiance,1
Balat,Mraize,Words of Radiance,1
Balat,Nan,The Way of Kings,8
Balat,Nan,Words of Radiance,4
Balat,Navani,Words of Radiance,1
Balat,Pattern,Words of Radiance,2
Balat,Redin,Words of Radiance,1
Balat,Shallan,The Way of Kings,8
Balat,Shallan,Words of Radiance,11
Balat,Taravangian,The Way of Kings,1
Balat,Valam,Words of Radiance,2
Balat,Wikim,The Way of Kings,3
Balat,Wikim,Words of Radiance,6
Bashin,Dalinar,The Way of Kings,1
Bashin,Dalinar,Words of Radiance,1
Bashin,Elhokar,The Way of Kings,1
Bashin,Gavilar,The Way of Kings,1
Bashin,Gavilar,Words of Radiance,1
Bashin,Jasnah,The Way of Kings,1
Bashin,Jasnah,Words of Radiance,1
Bashin,Kaladin,Words of Radiance,1
Bashin,Leyten,Words of Radiance,1
Bashin,Navani,The Way of Kings,1
Bashin,Navani,Words of Radiance,1
Bashin,Pattern,Words of Radiance,1
Bashin,Renarin,The Way of Kings,1
Bashin,Sadeas,The Way of Kings,1
Bashin,Shallan,Words of Radiance,1
Bashin,Skar,Words of Radiance,1
Bashin,Teleb,Words of Radiance,1
Bashin,Vamah,The Way of Kings,1
Bashin,Vathah,Words of Radiance,1
Bashin,Wit,The Way of Kings,1
Battah,Dalinar,Words of Radiance,1
Battah,Jasnah,Words of Radiance,1
Battah,Navani,Words of Radiance,1
Battah,Pailiah,Words of Radiance,1
Battah,Renarin,Words of Radiance,1
Battah,Sadeas,Words of Radiance,1
Battah,Shallan,Words of Radiance,1
Battah,Thanadal,Words of Radiance,1
Battar,Dalinar,The Way of Kings,1
Battar,Elhokar,The Way of Kings,1
Battar,Renarin,The Way of Kings,1
Battar,Sadeas,The Way of Kings,1
Baxil,Coreb,The Way of Kings,1
Baxil,Geranid,The Way of Kings,1
Baxil,Kaladin,The Way of Kings,1
Baxil,Roshone,The Way of Kings,1
Baxil,Szeth,The Way of Kings,1
Baxil,Tien,The Way of Kings,1
Beld,Dabbid,Words of Radiance,1
Beld,Dalinar,Words of Radiance,4
Beld,Drehy,Words of Radiance,1
Beld,Elhokar,Words of Radiance,1
Beld,Eth,Words of Radiance,2
Beld,Hobber,Words of Radiance,3
Beld,Kaladin,Words of Radiance,4
Beld,Kalak,Words of Radiance,1
Beld,Leyten,Words of Radiance,1
Beld,Lopen,Words of Radiance,2
Beld,Mart,Words of Radiance,2
Beld,Moash,Words of Radiance,3
Beld,Navani,Words of Radiance,2
Beld,Renarin,Words of Radiance,1
Beld,Rock,Words of Radiance,3
Beld,Sadeas,Words of Radiance,2
Beld,Sigzil,Words of Radiance,2
Beld,Skar,Words of Radiance,2
Beld,Syl,Words of Radiance,4
Beld,Teft,Words of Radiance,2
Bethab,Dalinar,The Way of Kings,2
Bethab,Dalinar,Words of Radiance,4
Bethab,Drehy,Words of Radiance,1
Bethab,Elhokar,The Way of Kings,2
Bethab,Elhokar,Words of Radiance,3
Bethab,Gavilar,The Way of Kings,2
Bethab,Gavilar,Words of Radiance,1
Bethab,Gaz,Words of Radiance,2
Bethab,Hatham,The Way of Kings,1
Bethab,Hatham,Words of Radiance,2
Bethab,Hobber,Words of Radiance,1
Bethab,Jasnah,The Way of Kings,1
Bethab,Jasnah,Words of Radiance,2
Bethab,Kaladin,Words of Radiance,3
Bethab,Khal,Words of Radiance,1
Bethab,Leyten,Words of Radiance,2
Bethab,Lopen,Words of Radiance,2
Bethab,Moash,Words of Radiance,2
Bethab,Natam,Words of Radiance,1
Bethab,Navani,The Way of Kings,1
Bethab,Navani,Words of Radiance,2
Bethab,Pattern,Words of Radiance,1
Bethab,Renarin,Words of Radiance,2
Bethab,Rock,Words of Radiance,2
Bethab,Roion,The Way of Kings,1
Bethab,Roshone,Words of Radiance,1
Bethab,Ruthar,Words of Radiance,2
Bethab,Sadeas,The Way of Kings,2
Bethab,Sadeas,Words of Radiance,4
Bethab,Sebarial,Words of Radiance,1
Bethab,Shallan,Words of Radiance,3
Bethab,Sigzil,Words of Radiance,1
Bethab,Syl,Words of Radiance,2
Bethab,Tarah,Words of Radiance,1
Bethab,Teft,Words of Radiance,2
Bethab,Teleb,The Way of Kings,1
Bethab,Thanadal,The Way of Kings,1
Bethab,Thanadal,Words of Radiance,3
Bethab,Tyn,Words of Radiance,1
Bethab,Vamah,The Way of Kings,1
Bethab,Vamah,Words of Radiance,2
Bethab,Vathah,Words of Radiance,1
Bethab,Wit,The Way of Kings,1
Bethab,Wit,Words of Radiance,1
Bethab,Zahel,Words of Radiance,1
Bisig,Dabbid,The Way of Kings,1
Bisig,Dalinar,Words of Radiance,3
Bisig,Drehy,Words of Radiance,1
Bisig,Elhokar,Words of Radiance,1
Bisig,Gaz,The Way of Kings,2
Bisig,Kaladin,The Way of Kings,3
Bisig,Kaladin,Words of Radiance,3
Bisig,Kalak,The Way of Kings,1
Bisig,Leyten,Words of Radiance,2
Bisig,Lopen,The Way of Kings,1
Bisig,Lopen,Words of Radiance,3
Bisig,Maps,The Way of Kings,1
Bisig,Mart,Words of Radiance,2
Bisig,Moash,The Way of Kings,1
Bisig,Moash,Words of Radiance,3
Bisig,Natam,Words of Radiance,1
Bisig,Navani,Words of Radiance,1
Bisig,Renarin,Words of Radiance,2
Bisig,Rock,The Way of Kings,3
Bisig,Rock,Words of Radiance,3
Bisig,Roion,Words of Radiance,2
Bisig,Sadeas,The Way of Kings,2
Bisig,Sadeas,Words of Radiance,1
Bisig,Shallan,Words of Radiance,2
Bisig,Sigzil,The Way of Kings,2
Bisig,Sigzil,Words of Radiance,1
Bisig,Skar,The Way of Kings,2
Bisig,Skar,Words of Radiance,2
Bisig,Syl,The Way of Kings,2
Bisig,Syl,Words of Radiance,2
Bisig,Szeth,Words of Radiance,1
Bisig,Teft,The Way of Kings,3
Bisig,Teft,Words of Radiance,3
Bisig,Yake,The Way of Kings,1
Cenn,Coreb,The Way of Kings,1
Cenn,Dabbid,The Way of Kings,1
Cenn,Dalinar,The Way of Kings,2
Cenn,Drehy,The Way of Kings,1
Cenn,Gavilar,The Way of Kings,1
Cenn,Gaz,The Way of Kings,1
Cenn,Kaladin,The Way of Kings,6
Cenn,Kalak,The Way of Kings,1
Cenn,Lopen,The Way of Kings,1
Cenn,Maps,The Way of Kings,1
Cenn,Moash,The Way of Kings,1
Cenn,Rock,The Way of Kings,1
Cenn,Roshone,The Way of Kings,2
Cenn,Sadeas,The Way of Kings,5
Cenn,Skar,The Way of Kings,1
Cenn,Syl,The Way of Kings,2
Cenn,Talenel,The Way of Kings,1
Cenn,Teft,The Way of Kings,1
Cenn,Tien,The Way of Kings,5
Chana,Dalinar,Words of Radiance,2
Chana,Jasnah,Words of Radiance,1
Chana,Kaladin,Words of Radiance,2
Chana,Navani,Words of Radiance,2
Chana,Pattern,Words of Radiance,1
Chana,Rock,Words of Radiance,1
Chana,Shallan,Words of Radiance,2
Coreb,Dalinar,The Way of Kings,1
Coreb,Dalinar,Words of Radiance,1
Coreb,Drehy,Words of Radiance,1
Coreb,Geranid,The Way of Kings,1
Coreb,Kaladin,The Way of Kings,2
Coreb,Kaladin,Words of Radiance,1
Coreb,Lopen,Words of Radiance,1
Coreb,Moash,Words of Radiance,1
Coreb,Rock,Words of Radiance,1
Coreb,Roshone,The Way of Kings,2
Coreb,Sadeas,The Way of Kings,1
Coreb,Sadeas,Words of Radiance,1
Coreb,Sigzil,Words of Radiance,1
Coreb,Syl,Words of Radiance,1
Coreb,Szeth,The Way of Kings,1
Coreb,Teft,Words of Radiance,1
Coreb,Tien,The Way of Kings,2
Dabbid,Dalinar,The Way of Kings,4
Dabbid,Dalinar,Words of Radiance,2
Dabbid,Drehy,The Way of Kings,6
Dabbid,Drehy,Words of Radiance,1
Dabbid,Eth,Words of Radiance,1
Dabbid,Gaz,The Way of Kings,9
Dabbid,Hobber,The Way of Kings,6
Dabbid,Hobber,Words of Radiance,1
Dabbid,Jaks,The Way of Kings,1
Dabbid,Jezrien,The Way of Kings,1
Dabbid,Kaladin,The Way of Kings,13
Dabbid,Kaladin,Words of Radiance,2
Dabbid,Kalak,The Way of Kings,3
Dabbid,Leyten,The Way of Kings,8
Dabbid,Leyten,Words of Radiance,1
Dabbid,Lift,The Way of Kings,1
Dabbid,Lirin,The Way of Kings,3
Dabbid,Lopen,The Way of Kings,10
Dabbid,Lopen,Words of Radiance,2
Dabbid,Maps,The Way of Kings,2
Dabbid,Mart,Words of Radiance,1
Dabbid,Moash,The Way of Kings,11
Dabbid,Moash,Words of Radiance,2
Dabbid,Murk,The Way of Kings,1
Dabbid,Natam,The Way of Kings,2
Dabbid,Navani,Words of Radiance,1
Dabbid,Rock,The Way of Kings,13
Dabbid,Rock,Words of Radiance,1
Dabbid,Sadeas,The Way of Kings,13
Dabbid,Sadeas,Words of Radiance,1
Dabbid,Sigzil,The Way of Kings,5
Dabbid,Sigzil,Words of Radiance,1
Dabbid,Skar,The Way of Kings,7
Dabbid,Skar,Words of Radiance,1
Dabbid,Syl,The Way of Kings,12
Dabbid,Syl,Words of Radiance,2
Dabbid,Tarah,The Way of Kings,2
Dabbid,Teft,The Way of Kings,13
Dabbid,Teft,Words of Radiance,1
Dabbid,Tien,The Way of Kings,7
Dabbid,Wit,The Way of Kings,1
Dabbid,Yake,The Way of Kings,3
Dalinar,Drehy,The Way of Kings,7
Dalinar,Drehy,Words of Radiance,10
Dalinar,Elhokar,The Way of Kings,32
Dalinar,Elhokar,Words of Radiance,32
Dalinar,Eshonai,Words of Radiance,4
Dalinar,Eth,Words of Radiance,7
Dalinar,Gavilar,The Way of Kings,33
Dalinar,Gavilar,Words of Radiance,31
Dalinar,Gaz,The Way of Kings,4
Dalinar,Gaz,Words of Radiance,9
Dalinar,Hatham,The Way of Kings,3
Dalinar,Hatham,Words of Radiance,7
Dalinar,Helaran,Words of Radiance,3
Dalinar,Hobber,The Way of Kings,1
Dalinar,Hobber,Words of Radiance,5
Dalinar,Ialai,The Way of Kings,1
Dalinar,Ialai,Words of Radiance,7
Dalinar,Ishar,Words of Radiance,2
Dalinar,Iyatil,Words of Radiance,3
Dalinar,Jakamav,The Way of Kings,1
Dalinar,Jakamav,Words of Radiance,3
Dalinar,Jaks,The Way of Kings,3
Dalinar,Jasnah,The Way of Kings,14
Dalinar,Jasnah,Words of Radiance,29
Dalinar,Jezrien,The Way of Kings,1
Dalinar,Kabsal,The Way of Kings,1
Dalinar,Kabsal,Words of Radiance,1
Dalinar,Kaladin,The Way of Kings,17
Dalinar,Kaladin,Words of Radiance,69
Dalinar,Kalak,The Way of Kings,4
Dalinar,Kalak,Words of Radiance,6
Dalinar,Khal,Words of Radiance,16
Dalinar,Laral,The Way of Kings,2
Dalinar,Leyten,The Way of Kings,4
Dalinar,Leyten,Words of Radiance,8
Dalinar,Lift,The Way of Kings,1
Dalinar,Lirin,The Way of Kings,4
Dalinar,Lirin,Words of Radiance,1
Dalinar,Lopen,The Way of Kings,8
Dalinar,Lopen,Words of Radiance,16
Dalinar,Lyn,Words of Radiance,1
Dalinar,Maps,The Way of Kings,5
Dalinar,Maps,Words of Radiance,1
Dalinar,Mart,Words of Radiance,8
Dalinar,Moash,The Way of Kings,11
Dalinar,Moash,Words of Radiance,32
Dalinar,Mraize,Words of Radiance,4
Dalinar,Mrall,Words of Radiance,1
Dalinar,Natam,Words of Radiance,3
Dalinar,Navani,The Way of Kings,20
Dalinar,Navani,Words of Radiance,50
Dalinar,Pailiah,Words of Radiance,1
Dalinar,Palah,The Way of Kings,1
Dalinar,Pattern,Words of Radiance,20
Dalinar,Redin,Words of Radiance,1
Dalinar,Renarin,The Way of Kings,25
Dalinar,Renarin,Words of Radiance,36
Dalinar,Rock,The Way of Kings,12
Dalinar,Rock,Words of Radiance,23
Dalinar,Roion,The Way of Kings,6
Dalinar,Roion,Words of Radiance,24
Dalinar,Roshone,The Way of Kings,2
Dalinar,Roshone,Words of Radiance,6
Dalinar,Ruthar,The Way of Kings,1
Dalinar,Ruthar,Words of Radiance,11
Dalinar,Sadeas,The Way of Kings,54
Dalinar,Sadeas,Words of Radiance,60
Dalinar,Sebarial,Words of Radiance,24
Dalinar,Shalash,The Way of Kings,1
Dalinar,Shalash,Words of Radiance,1
Dalinar,Shallan,The Way of Kings,2
Dalinar,Shallan,Words of Radiance,52
Dalinar,Sigzil,The Way of Kings,6
Dalinar,Sigzil,Words of Radiance,14
Dalinar,Skar,The Way of Kings,10
Dalinar,Skar,Words of Radiance,15
Dalinar,Syl,The Way of Kings,9
Dalinar,Syl,Words of Radiance,38
Dalinar,Szeth,The Way of Kings,2
Dalinar,Szeth,Words of Radiance,12
Dalinar,Talenel,The Way of Kings,3
Dalinar,Talenel,Words of Radiance,6
Dalinar,Tarah,The Way of Kings,1
Dalinar,Tarah,Words of Radiance,2
Dalinar,Taravangian,The Way of Kings,2
Dalinar,Taravangian,Words of Radiance,2
Dalinar,Teft,The Way of Kings,12
Dalinar,Teft,Words of Radiance,21
Dalinar,Teleb,The Way of Kings,6
Dalinar,Teleb,Words of Radiance,7
Dalinar,Thanadal,The Way of Kings,5
Dalinar,Thanadal,Words of Radiance,6
Dalinar,Tien,The Way of Kings,6
Dalinar,Tien,Words of Radiance,10
Dalinar,Tyn,Words of Radiance,10
Dalinar,Valam,Words of Radiance,2
Dalinar,Vamah,The Way of Kings,6
Dalinar,Vamah,Words of Radiance,3
Dalinar,Vathah,Words of Radiance,10
Dalinar,Wit,The Way of Kings,9
Dalinar,Wit,Words of Radiance,8
Dalinar,Yake,The Way of Kings,1
Dalinar,Yake,Words of Radiance,1
Dalinar,Yenev,Words of Radiance,3
Dalinar,Zahel,Words of Radiance,11
Drehy,Elhokar,The Way of Kings,1
Drehy,Elhokar,Words of Radiance,3
Drehy,Eshonai,Words of Radiance,1
Drehy,Eth,Words of Radiance,2
Drehy,Gavilar,Words of Radiance,2
Drehy,Gaz,The Way of Kings,5
Drehy,Hatham,Words of Radiance,1
Drehy,Hobber,The Way of Kings,1
Drehy,Hobber,Words of Radiance,1
Drehy,Ishar,Words of Radiance,1
Drehy,Jaks,The Way of Kings,3
Drehy,Jezrien,The Way of Kings,1
Drehy,Kaladin,The Way of Kings,12
Drehy,Kaladin,Words of Radiance,10
Drehy,Kalak,The Way of Kings,3
Drehy,Kalak,Words of Radiance,1
Drehy,Khal,Words of Radiance,1
Drehy,Leyten,The Way of Kings,5
Drehy,Leyten,Words of Radiance,3
Drehy,Lift,The Way of Kings,1
Drehy,Lirin,The Way of Kings,3
Drehy,Lirin,Words of Radiance,1
Drehy,Lopen,The Way of Kings,9
Drehy,Lopen,Words of Radiance,8
